N,a,z2
-13.405999999999999,1.5060804656009422e-06,4.536556737729502e-14
-13.399000000000001,1.5166600140800347e-06,4.6005151966185016e-14
-13.392,1.5273138792032816e-06,4.6653753712139526e-14
-13.385,1.538042583012197e-06,4.731149974317662e-14
-13.378,1.5488466512154174e-06,4.797851897962426e-14
-13.370999999999999,1.559726613214449e-06,4.865494215938831e-14
-13.364,1.5706830021295984e-06,4.934090186357696e-14
-13.357,1.5817163548261255e-06,5.003653254248891e-14
-13.35,1.592827211940512e-06,5.07419705419637e-14
-13.343,1.6040161179069825e-06,5.145735413010773e-14
-13.336,1.6152836209841677e-06,5.218282352439449e-14
-13.329,1.6266302732819729e-06,5.291852091914771e-14
-13.322,1.6380566307886339e-06,5.3664590513412225e-14
-13.315,1.6495632533979493e-06,5.4421178539216544e-14
-13.308,1.6611507049367316e-06,5.518843329023601e-14
-13.301,1.672819553192425e-06,5.5966505150858085e-14
-13.294,1.6845703699409286e-06,5.675554662565834e-14
-13.286999999999999,1.6964037309746174e-06,5.755571236929204e-14
-13.280000000000001,1.7083202161305406e-06,5.836715921680594e-14
-13.273,1.7203204093188671e-06,5.919004621438069e-14
-13.266,1.7324048985514552e-06,6.002453465050157e-14
-13.259,1.7445742759706982e-06,6.087078808757373e-14
-13.251999999999999,1.756829137878528e-06,6.172897239398024e-14
-13.245000000000001,1.76917008476562e-06,6.259925577659183e-14
-13.238,1.781597721340854e-06,6.348180881373847e-14
-13.231,1.7941126565608991e-06,6.437680448864014e-14
-13.224,1.8067155036600883e-06,6.528441822331453e-14
-13.216999999999999,1.8194068801804545e-06,6.62048279129595e-14
-13.21,1.8321874080019766e-06,6.713821396082004e-14
-13.203,1.8450577133730879e-06,6.808475931355056e-14
-13.196,1.8580184269413172e-06,6.904464949706974e-14
-13.189,1.8710701837842258e-06,7.001807265292674e-14
-13.181999999999999,1.8842136234405135e-06,7.100521957517659e-14
-13.175,1.8974493899413437e-06,7.200628374777555e-14
-13.168,1.9107781318419363e-06,7.30214613825072e-14
-13.161,1.9242005022533015e-06,7.405095145743716e-14
-13.154,1.9377171588742776e-06,7.509495575591605e-14
-13.147,1.9513287640237445e-06,7.615367890612869e-14
-13.14,1.9650359846730773e-06,7.722732842120182e-14
-13.133,1.9788394924788346e-06,7.831611473987784e-14
-13.126,1.992739963815653e-06,7.942025126776021e-14
-13.119,2.006738079809413e-06,8.053995441914342e-14
-13.112,2.0208345263705992e-06,8.167544365942967e-14
-13.105,2.035029994227914e-06,8.282694154814526e-14
-13.097999999999999,2.0493251789621253e-06,8.399467378256293e-14
-13.091000000000001,2.063720781040135e-06,8.51788692419381e-14
-13.084,2.07821750584934e-06,8.637976003237302e-14
-13.077,2.092816063732145e-06,8.759758153230619e-14
-13.07,2.107517170020811e-06,8.883257243865058e-14
-13.062999999999999,2.122321545072492e-06,9.00849748135778e-14
-13.056000000000001,2.137229914304516e-06,9.135503413196176e-14
-13.049,2.152243008229973e-06,9.264299932949607e-14
-13.042,2.167361562493458e-06,9.394912285148168e-14
-13.035,2.182586317907159e-06,9.52736607023106e-14
-13.027999999999999,2.1979180204871412e-06,9.661687249564227e-14
-13.021,2.213357421489887e-06,9.797902150528722e-14
-13.014,2.22890527744915e-06,9.936037471681346e-14
-13.007,2.2445623502129717e-06,1.0076120287987159e-13
-13.0,2.2603294069810542e-06,1.0218178056126649e-13
-12.992999999999999,2.276207220342338e-06,1.0362238619877186e-13
-12.986,2.292196568312842e-06,1.0508330215570339e-13
-12.979,2.3082982343738326e-06,1.0656481477626707e-13
-12.972,2.3245130075101563e-06,1.0806721444167825e-13
-12.965,2.340841682248945e-06,1.0959079562708142e-13
-12.958,2.357285058698528e-06,1.1113585695926644e-13
-12.951,2.3738439425876414e-06,1.1270270127520074e-13
-12.943999999999999,2.3905191453049133e-06,1.1429163568138667e-13
-12.937000000000001,2.4073114839386007e-06,1.1590297161405336e-13
-12.93,2.424221781316673e-06,1.175370249002037e-13
-12.923,2.4412508660470727e-06,1.1919411581951167e-13
-12.916,2.458399572558363e-06,1.2087456916710283e-13
-12.908999999999999,2.475668741140599e-06,1.2257871431721355e-13
-12.902000000000001,2.4930592179864826e-06,1.2430688528774743e-13
-12.895,2.510571855232877e-06,1.2605942080574901e-13
-12.888,2.528207511002498e-06,1.278366643737889e-13
-12.881,2.5459670494460108e-06,1.2963896433729653e-13
-12.873999999999999,2.5638513407843574e-06,1.3146667395283493e-13
-12.867,2.5818612613513783e-06,1.333201514573386e-13
-12.86,2.5999976936368024e-06,1.3519976013833383e-13
-12.853,2.6182615263294276e-06,1.3710586840513808e-13
-12.846,2.636653654360714e-06,1.3903884986107415e-13
-12.838999999999999,2.6551749789486202e-06,1.4099908337669613e-13
-12.832,2.6738264076417425e-06,1.4298695316404694e-13
-12.825,2.692608854363838e-06,1.450028488519708e-13
-12.818,2.7115232394585395e-06,1.4704716556247465e-13
-12.811,2.7305704897345056e-06,1.4912030398817877e-13
-12.804,2.7497515385108114e-06,1.5122267047085148e-13
-12.797,2.7690673256626845e-06,1.5335467708105384e-13
-12.79,2.7885187976675653e-06,1.5551674169890726e-13
-12.783,2.808106907651464e-06,1.5770928809599735e-13
-12.776,2.827832615435694e-06,1.5993274601843754e-13
-12.769,2.847696887583883e-06,1.621875512710987e-13
-12.762,2.8677006974493416e-06,1.644741458030288e-13
-12.754999999999999,2.88784502522276e-06,1.667929777940769e-13
-12.748000000000001,2.908130857980215e-06,1.6914450174273485e-13
-12.741,2.9285591897315907e-06,1.7152917855522702e-13
-12.734,2.949131021469215e-06,1.7394747563584109e-13
-12.727,2.9698473612169638e-06,1.7639986697854727e-13
-12.719999999999999,2.990709224079636e-06,1.7888683325990035e-13
-12.713000000000001,3.0117176322926693e-06,1.8140886193325123e-13
-12.706,3.032873615272291e-06,1.8396644732429634e-13
-12.699,3.0541782096658843e-06,1.8656009072795813e-13
-12.692,3.075632459402842e-06,1.891903005066475e-13
-12.684999999999999,3.0972374157457003e-06,1.9185759218990208e-13
-12.678,3.1189941373416253e-06,1.9456248857542858e-13
-12.671,3.140903690274351e-06,1.9730551983158071e-13
-12.664,3.162967148116338e-06,2.00087223601264e-13
-12.657,3.185185591981441e-06,2.0290814510732324e-13
-12.649999999999999,3.20756011057786e-06,2.057688372594051e-13
-12.643,3.2300918002614665e-06,2.0866986076232724e-13
-12.636,3.252781765089586e-06,2.116117842259864e-13
-12.629,3.2756311168750175e-06,2.145951842767975e-13
-12.622,3.298640975240576e-06,2.17620645670722e-13
-12.615,3.3218124676739254e-06,2.2068876140787868e-13
-12.608,3.3451467295828315e-06,2.2380013284877426e-13
-12.600999999999999,3.368644904350802e-06,2.2695536983217252e-13
-12.594,3.3923081433930907e-06,2.3015509079462155e-13
-12.587,3.4161376062131512e-06,2.333999228916744e-13
-12.58,3.4401344604594294e-06,2.3669050212080977e-13
-12.573,3.4642998819825844e-06,2.4002747344609093e-13
-12.565999999999999,3.488635054893113e-06,2.434114909245815e-13
-12.559000000000001,3.5131411716193376e-06,2.4684321783453783e-13
-12.552,3.537819432965906e-06,2.503233268054241e-13
-12.545,3.562671048172544e-06,2.5385249994973707e-13
-12.538,3.5876972349733737e-06,2.574314289967118e-13
-12.530999999999999,3.612899219656564e-06,2.610608154279002e-13
-12.524000000000001,3.638278237124386e-06,2.647413706146586e-13
-12.517,3.6638355309538005e-06,2.6847381595759037e-13
-12.51,3.689572353457299e-06,2.7225888302792865e-13
-12.503,3.7154899657443397e-06,2.760973137109375e-13
-12.495999999999999,3.7415896377831174e-06,2.7998986035132e-13
-12.489,3.767872648462764e-06,2.8393728590067607e-13
-12.482,3.7943402856560886e-06,2.8794036406705453e-13
-12.475,3.820993846282589e-06,2.919998794665883e-13
-12.468,3.847834636372076e-06,2.9611662777729256e-13
-12.460999999999999,3.87486397112864e-06,3.002914158950163e-13
-12.454,3.902083174995074e-06,3.045250620915927e-13
-12.447,3.929493581717838e-06,3.0881839617523365e-13
-12.44,3.957096534412328e-06,3.1317225965316115e-13
-12.433,3.984893385628754e-06,3.1758750589655587e-13
-12.426,4.012885497418388e-06,3.2206500030781645e-13
-12.419,4.041074241400308e-06,3.266056204901815e-13
-12.411999999999999,4.069460998828617e-06,3.3121025641974404e-13
-12.405000000000001,4.098047160660086e-06,3.358798106198839e-13
-12.398,4.126834127622395e-06,3.4061519833817797e-13
-12.391,4.155823310282663e-06,3.45417347725775e-13
-12.384,4.185016129116646e-06,3.502872000193295e-13
-12.376999999999999,4.214414014578317e-06,3.552257097254825e-13
-12.370000000000001,4.244018407169922e-06,3.602338448079425e-13
-12.363,4.273830757512653e-06,3.653125868772236e-13
-12.356,4.303852526417618e-06,3.7046293138302633e-13
-12.349,4.334085184957508e-06,3.7568588780936316e-13
-12.341999999999999,4.364530214538649e-06,3.809824798724157e-13
-12.335,4.395189106973557e-06,3.8635374572118024e-13
-12.328,4.426063364554128e-06,3.918007381409641e-13
-12.321,4.457154500125137e-06,3.973245247597153e-13
-12.314,4.488464037158456e-06,4.029261882572958e-13
-12.306999999999999,4.519993509827673e-06,4.0860682657768576e-13
-12.3,4.551744463083231e-06,4.1436755314417705e-13
-12.293,4.5837184527282275e-06,4.202094970776251e-13
-12.286,4.615917045494526e-06,4.261338034177383e-13
-12.279,4.6483418191196224e-06,4.3214163334752647e-13
-12.272,4.680994362423914e-06,4.3823416442088935e-13
-12.265,4.713876275388555e-06,4.4441259079342143e-13
-12.258,4.746989169233867e-06,4.506781234564728e-13
-12.251,4.780334666498259e-06,4.570319904745003e-13
-12.244,4.8139144011177755e-06,4.634754372257823e-13
-12.237,4.847730018506132e-06,4.700097266465093e-13
-12.23,4.8817831756353485e-06,4.76636139478327e-13
-12.222999999999999,4.916075541116943e-06,4.833559745193649e-13
-12.216000000000001,4.950608795283662e-06,4.901705488787991e-13
-12.209,4.9853846302719044e-06,4.970811982350267e-13
-12.202,5.0204047501045145e-06,5.040892770974394e-13
-12.195,5.05567087077438e-06,5.111961590719315e-13
-12.187999999999999,5.09118472032848e-06,5.184032371301238e-13
-12.181000000000001,5.1269480389525216e-06,5.257119238823821e-13
-12.174,5.162962579056308e-06,5.331236518547152e-13
-12.167,5.199230105359483e-06,5.406398737695276e-13
-12.16,5.235752394978102e-06,5.482620628303786e-13
-12.152999999999999,5.272531237511673e-06,5.559917130107274e-13
-12.146,5.309568435130811e-06,5.638303393467489e-13
-12.139,5.346865802665646e-06,5.717794782343068e-13
-12.132,5.384425167694623e-06,5.798406877300653e-13
-12.125,5.422248370634153e-06,5.880155478568945e-13
-12.117999999999999,5.460337264828756e-06,5.963056609135517e-13
-12.111,5.498693716641842e-06,6.047126517887295e-13
-12.104,5.5373196055472606e-06,6.132381682795614e-13
-12.097,5.576216824221269e-06,6.218838814145667e-13
-12.09,5.615387278635374e-06,6.306514857811998e-13
-12.083,5.654832888149679e-06,6.395426998579848e-13
-12.076,5.694555585606943e-06,6.485592663513446e-13
-12.068999999999999,5.7345573174272995e-06,6.577029525371797e-13
-12.062000000000001,5.774840043703581e-06,6.669755506072475e-13
-12.055,5.815405738297476e-06,6.763788780204642e-13
-12.048,5.856256388936104e-06,6.859147778590989e-13
-12.041,5.897393997309531e-06,6.955851191900498e-13
-12.033999999999999,5.9388205791688094e-06,7.053917974311791e-13
-12.027000000000001,5.980538164424707e-06,7.153367347228089e-13
-12.02,6.022548797247291e-06,7.254218803044958e-13
-12.013,6.064854536165942e-06,7.35649210897052e-13
-12.006,6.107457454170344e-06,7.46020731090018e-13
-11.999,6.150359638812003e-06,7.565384737345543e-13
-11.991999999999999,6.1935631923065605e-06,7.672045003418927e-13
-11.985,6.237070231636761e-06,7.780209014873888e-13
-11.978,6.280882888656248e-06,7.889897972202972e-13
-11.971,6.325003310193981e-06,8.001133374792964e-13
-11.964,6.369433658159443e-06,8.113937025138878e-13
-11.956999999999999,6.414176109648586e-06,8.228331033117334e-13
-11.95,6.459232857050463e-06,8.344337820320057e-13
-11.943,6.504606108154721e-06,8.461980124448741e-13
-11.936,6.550298086259745e-06,8.581281003771616e-13
-11.929,6.596311030281602e-06,8.702263841642948e-13
-11.922,6.642647194863758e-06,8.824952351086271e-13
-11.915,6.689308850487559e-06,8.949370579442239e-13
-11.908,6.736298283583444e-06,9.075542913081851e-13
-11.901,6.783617796643047e-06,9.203494082186455e-13
-11.894,6.8312697083319776e-06,9.333249165594813e-13
-11.887,6.8792563536034406e-06,9.46483359571866e-13
-11.879999999999999,6.92758008381267e-06,9.598273163527591e-13
-11.873,6.976243266832089e-06,9.733594023604011e-13
-11.866,7.025248287167416e-06,9.870822699269742e-13
-11.859,7.07459754607445e-06,1.0009986087784527e-12
-11.852,7.124293461676754e-06,1.0151111465618031e-12
-11.845,7.1743384690841355e-06,1.0294226493796099e-12
-11.838,7.2247350205119815e-06,1.0439359223322453e-12
-11.831,7.275485585401372e-06,1.058653810067663e-12
-11.824,7.326592650540153e-06,1.0735791973389797e-12
-11.817,7.378058720184741e-06,1.088715009569882e-12
-11.81,7.429886316182848e-06,1.1040642134280226e-12
-11.802999999999999,7.48207797809706e-06,1.1196298174065e-12
-11.796,7.534636263329226e-06,1.1354148724135162e-12
-11.789,7.587563747245854e-06,1.151422472370391e-12
-11.782,7.640863023304243e-06,1.1676557548179612e-12
-11.775,7.694536703179588e-06,1.1841179015315558e-12
-11.768,7.748587416892939e-06,1.2008121391446318e-12
-11.761,7.803017812940096e-06,1.2177417397812086e-12
-11.754,7.85783055842133e-06,1.2349100216972018e-12
-11.747,7.913028339172152e-06,1.2523203499308315e-12
-11.74,7.968613859894859e-06,1.269976136962169e-12
-11.733,8.02458984429109e-06,1.2878808433819941e-12
-11.725999999999999,8.080959035195297e-06,1.3060379785700901e-12
-11.719,8.13772419470908e-06,1.3244511013830711e-12
-11.712,8.194888104336631e-06,1.3431238208519605e-12
-11.705,8.252453565120957e-06,1.362059796889552e-12
-11.698,8.310423397781155e-06,1.3812627410077697e-12
-11.690999999999999,8.36880044285064e-06,1.400736417045141e-12
-11.684,8.427587560816269e-06,1.4204846419045024e-12
-11.677,8.4867876322586e-06,1.4405112863011506e-12
-11.67,8.54640355799298e-06,1.460820275521501e-12
-11.663,8.606438259211696e-06,1.481415590192457e-12
-11.656,8.666894677627122e-06,1.502301267061627e-12
-11.649,8.727775775615872e-06,1.5234813997885448e-12
-11.642,8.789084536363896e-06,1.5449601397470196e-12
-11.635,8.850823964012756e-06,1.5667416968388495e-12
-11.628,8.912997083806755e-06,1.5888303403189544e-12
-11.621,8.975606942241206e-06,1.6112303996321706e-12
-11.613999999999999,9.038656607211716e-06,1.6339462652618403e-12
-11.607,9.102149168164452e-06,1.6569823895903367e-12
-11.6,9.166087736247617e-06,1.6803432877717795e-12
-11.593,9.230475444463845e-06,1.7040335386170002e-12
-11.586,9.295315447823717e-06,1.7280577854910046e-12
-11.579,9.360610923500373e-06,1.7524207372230903e-12
-11.572,9.426365070985204e-06,1.777127169029798e-12
-11.565,9.492581112244557e-06,1.8021819234508422e-12
-11.558,9.55926229187772e-06,1.827589911298306e-12
-11.551,9.626411877275838e-06,1.8533561126191466e-12
-11.544,9.694033158782031e-06,1.8794855776713103e-12
-11.536999999999999,9.762129449852637e-06,1.905983427913603e-12
-11.53,9.830704087219514e-06,1.9328548570094895e-12
-11.523,9.899760431053625e-06,1.960105131845101e-12
-11.516,9.96930186512964e-06,1.9877395935615467e-12
-11.509,1.003933179699174e-05,2.015763658601788e-12
-11.502,1.01098536581206e-05,2.0441828197722895e-12
-11.495,1.018087090410154e-05,2.0730026473196263e-12
-11.488,1.0252387014793791e-05,2.102228790022247e-12
-11.481,1.03244054945011e-05,2.1318669762976902e-12
-11.474,1.0396929872143386e-05,2.16192301532535e-12
-11.467,1.0469963701429663e-05,2.1924027981850945e-12
-11.459999999999999,1.0543510561032195e-05,2.2233122990119488e-12
-11.453,1.0617574054761785e-05,2.2546575761670123e-12
-11.446,1.0692157811744462e-05,2.2864447734249625e-12
-11.439,1.0767265486599239e-05,2.318680121178223e-12
-11.432,1.0842900759617213e-05,2.351369937658151e-12
-11.424999999999999,1.0919067336941917e-05,2.384520630173437e-12
-11.418,1.0995768950750837e-05,2.4181386963659234e-12
-11.411,1.1073009359438418e-05,2.452230725484216e-12
-11.404,1.1150792347800139e-05,2.486803399675163e-12
-11.397,1.1229121727217995e-05,2.521863495293585e-12
-11.39,1.1308001335847248e-05,2.557417884230463e-12
-11.383,1.1387435038804522e-05,2.593473535259859e-12
-11.376,1.1467426728357118e-05,2.630037515404785e-12
-11.369,1.154798032411385e-05,2.667116991322412e-12
-11.362,1.1629099773217023e-05,2.704719230708725e-12
-11.355,1.171078905053588e-05,2.742851603723021e-12
-11.347999999999999,1.1793052158861367e-05,2.7815215844324954e-12
-11.341,1.1875893129102217e-05,2.820736752277145e-12
-11.334,1.1959316020482566e-05,2.860504793555419e-12
-11.327,1.2043324920740781e-05,2.900833502930719e-12
-11.32,1.2127923946329785e-05,2.941730784959189e-12
-11.313,1.2213117242618759e-05,2.9832046556390327e-12
-11.306,1.2298908984096287e-05,3.0252632439816873e-12
-11.299,1.2385303374574825e-05,3.0679147936050913e-12
-11.292,1.2472304647396816e-05,3.1111676643495244e-12
-11.285,1.255991706564203e-05,3.1550303339161184e-12
-11.278,1.2648144922336498e-05,3.199511399528531e-12
-11.270999999999999,1.2736992540662868e-05,3.244619579618031e-12
-11.264,1.2826464274172174e-05,3.2903637155323026e-12
-11.257,1.2916564506997279e-05,3.3367527732684374e-12
-11.25,1.300729765406762e-05,3.3837958452302603e-12
-11.243,1.309866816132556e-05,3.4315021520104783e-12
-11.236,1.3190680505944232e-05,3.4798810441979437e-12
-11.229,1.328333919654696e-05,3.5289420042104172e-12
-11.222,1.3376648773428074e-05,3.578694648153096e-12
-11.215,1.3470613808775534e-05,3.629148727703482e-12
-11.208,1.3565238906894874e-05,3.680314132022688e-12
-11.201,1.3660528704434836e-05,3.732200889693762e-12
-11.193999999999999,1.3756487870614586e-05,3.784819170687324e-12
-11.187,1.3853121107452421e-05,3.838179288354876e-12
-11.18,1.3950433149996304e-05,3.892291701450316e-12
-11.173,1.4048428766555792e-05,3.947167016179846e-12
-11.166,1.4147112758935702e-05,4.002815988280827e-12
-11.159,1.4246489962671405e-05,4.0592495251299415e-12
-11.152,1.4346565247265794e-05,4.116478687881093e-12
-11.145,1.4447343516427786e-05,4.17451469363336e-12
-11.138,1.4548829708312762e-05,4.23336891762968e-12
-11.131,1.4651028795764427e-05,4.293052895486369e-12
-11.124,1.4753945786558518e-05,4.353578325454157e-12
-11.116999999999999,1.4857585723648198e-05,4.414957070711095e-12
-11.11,1.4961953685411072e-05,4.477201161687719e-12
-11.103,1.5067054785898172e-05,4.540322798425141e-12
-11.096,1.5172894175084453e-05,4.604334352966235e-12
-11.089,1.527947703912116e-05,4.669248371780615e-12
-11.081999999999999,1.538680860058999e-05,4.735077578223801e-12
-11.075,1.5494894118758868e-05,4.8018348750309635e-12
-11.068,1.5603738889839836e-05,4.869533346846002e-12
-11.061,1.5713348247248465e-05,4.9381862627861284e-12
-11.054,1.582372756186519e-05,5.0078070790426414e-12
-11.047,1.5934882242298518e-05,5.0784094415184136e-12
-11.04,1.6046817735150053e-05,5.150007188502525e-12
-11.033,1.6159539525281292e-05,5.222614353382567e-12
-11.026,1.6273053136082528e-05,5.296245167395308e-12
-11.019,1.6387364129743404e-05,5.370914062416017e-12
-11.012,1.650247810752548e-05,5.446635673787155e-12
-11.004999999999999,1.6618400710036732e-05,5.523424843186987e-12
-10.998,1.6735137617507815e-05,5.601296621538503e-12
-10.991,1.6852694550070584e-05,5.680266271959575e-12
-10.984,1.6971077268038258e-05,5.760349272754499e-12
-10.977,1.7090291572187697e-05,5.8415613204477964e-12
-10.97,1.7210343304043663e-05,5.923918332860811e-12
-10.963,1.7331238346165067e-05,6.007436452231649e-12
-10.956,1.74529826224331e-05,6.092132048379035e-12
-10.949,1.757558209834169e-05,6.178021721910977e-12
-10.942,1.769904278128968e-05,6.265122307478448e-12
-10.935,1.7823370720875248e-05,6.353450877075061e-12
-10.927999999999999,1.7948572009192333e-05,6.44302474338325e-12
-10.921,1.8074652781129054e-05,6.533861463167526e-12
-10.914,1.8201619214668494e-05,6.625978840715786e-12
-10.907,1.8329477531191297e-05,6.719394931328932e-12
-10.9,1.8458233995780558e-05,6.814128044859782e-12
-10.893,1.8587894917528805e-05,6.9101967493018635e-12
-10.886,1.8718466649847174e-05,7.007619874428818e-12
-10.879,1.8849955590776615e-05,7.106416515485011e-12
-10.872,1.898236818330157e-05,7.206606036928396e-12
-10.865,1.9115710915665572e-05,7.308208076225918e-12
-10.858,1.924999032168918e-05,7.411242547702543e-12
-10.850999999999999,1.9385212981090194e-05,7.515729646444555e-12
-10.844,1.952138551980591e-05,7.621689852257757e-12
-10.837,1.965851461031801e-05,7.729143933681732e-12
-10.83,1.9796606971979363e-05,7.838112952060439e-12
-10.823,1.9935669371343318e-05,7.948618265670322e-12
-10.815999999999999,2.0075708622495304e-05,8.060681533906647e-12
-10.809,2.0216731587386582e-05,8.174324721528687e-12
-10.802,2.0358745176170678e-05,8.289570102965057e-12
-10.795,2.050175634754186e-05,8.40644026667946e-12
-10.788,2.0645772109076137e-05,8.524958119598123e-12
-10.781,2.079079951757464e-05,8.645146891599637e-12
-10.774,2.0936845679409442e-05,8.767030140068117e-12
-10.767,2.1083917750871617e-05,8.890631754510386e-12
-10.76,2.123202293852213e-05,9.0159759612386e-12
-10.753,2.1381168499544816e-05,9.143087328118551e-12
-10.746,2.1531361742102e-05,9.271990769385073e-12
-10.738999999999999,2.168261002569266e-05,9.402711550525358e-12
-10.732,2.1834920761512874e-05,9.535275293230919e-12
-10.725,2.1988301412819213e-05,9.669707980419748e-12
-10.718,2.2142759495294285e-05,9.806035961328903e-12
-10.711,2.2298302577415027e-05,9.944285956679074e-12
-10.704,2.2454938280823587e-05,1.008448506391193e-11
-10.697,2.2612674280700813e-05,1.022666076250136e-11
-10.69,2.2771518306142183e-05,1.0370840919339371e-11
-10.683,2.293147814053676e-05,1.0517053794198306e-11
-10.676,2.309256162194844e-05,1.0665328045269719e-11
-10.669,2.3254776643500038e-05,1.0815692734781498e-11
-10.661999999999999,2.3418131153760112e-05,1.0968177334694199e-11
-10.655,2.3582633157132263e-05,1.112281173247748e-11
-10.648,2.374829071424761e-05,1.1279626236968388e-11
-10.641,2.3915111942359605e-05,1.143865158431182e-11
-10.634,2.4083105015741796e-05,1.1599918943984953e-11
-10.627,2.4252278166088393e-05,1.1763459924906556e-11
-10.62,2.4422639682917656e-05,1.1929306581632485e-11
-10.613,2.4594197913977913e-05,1.209749142063831e-11
-10.606,2.476696126565685e-05,1.2268047406690935e-11
-10.599,2.4940938203393266e-05,1.2441007969309634e-11
-10.592,2.5116137252091926e-05,1.2616407009318394e-11
-10.584999999999999,2.529256699654131e-05,1.2794278905490613e-11
-10.578,2.547023608183411e-05,1.2974658521287284e-11
-10.571,2.56491532137911e-05,1.3157581211690604e-11
-10.564,2.582932715938754e-05,1.3343082830133497e-11
-10.557,2.6010766747182815e-05,1.3531199735527026e-11
-10.549999999999999,2.619348086775308e-05,1.3721968799386931e-11
-10.543,2.63774784741267e-05,1.391542741306035e-11
-10.536,2.6562768582223263e-05,1.4111613495054946e-11
-10.529,2.6749360271295125e-05,1.431056549847084e-11
-10.522,2.6937262684372392e-05,1.4512322418537626e-11
-10.515,2.71264850287109e-05,1.471692380025753e-11
-10.508,2.731703657624343e-05,1.4924409746156427e-11
-10.501,2.750892666403384e-05,1.5134820924143836e-11
-10.494,2.7702164694734874e-05,1.5348198575484307e-11
-10.487,2.78967601370487e-05,1.5564584522880587e-11
-10.48,2.8092722526190927e-05,1.5784021178671103e-11
-10.472999999999999,2.8290061464357884e-05,1.600655155314294e-11
-10.466,2.848878662119692e-05,1.6232219262961773e-11
-10.459,2.8688907734280538e-05,1.6461068539721233e-11
-10.452,2.8890434609583317e-05,1.6693144238612192e-11
-10.445,2.909337712196247e-05,1.6928491847214586e-11
-10.438,2.9297745215641705e-05,1.716715749441313e-11
-10.431,2.950354890469856e-05,1.7409187959438796e-11
-10.424,2.9710798273554875e-05,1.7654630681037427e-11
-10.417,2.9919503477471238e-05,1.790353376676827e-11
-10.41,3.01296747430444e-05,1.8155946002432952e-11
-10.403,3.0341322368708425e-05,1.8411916861637724e-11
-10.395999999999999,3.0554456725239374e-05,1.867149651549051e-11
-10.389,3.0769088256263256e-05,1.893473584243435e-11
-10.382,3.0985227478768084e-05,1.9201686438220097e-11
-10.375,3.1202884983619004e-05,1.9472400626019126e-11
-10.368,3.142207143607732e-05,1.9746931466678925e-11
-10.361,3.164279757632304e-05,2.0025332769123104e-11
-10.354,3.186507421998126e-05,2.030765910089829e-11
-10.347,3.208891225865189e-05,2.0593965798869188e-11
-10.34,3.231432266044366e-05,2.0884308980065254e-11
-10.333,3.2541316470511356e-05,2.1178745552679473e-11
-10.326,3.27699048115971e-05,2.147733322722269e-11
-10.318999999999999,3.300009888457538e-05,2.178013052783507e-11
-10.312,3.3231909969001735e-05,2.2087196803756736e-11
-10.305,3.3465349423665735e-05,2.2398592240960892e-11
-10.298,3.370042868714736e-05,2.271437787395009e-11
-10.291,3.393715927837756e-05,2.3034615597719362e-11
-10.283999999999999,3.417555279720273e-05,2.3359368179887828e-11
-10.277,3.441562092495288e-05,2.3688699273001093e-11
-10.27,3.465737542501435e-05,2.402267342700777e-11
-10.263,3.4900828143406025e-05,2.436135610191124e-11
-10.256,3.514599100935981e-05,2.470481368060001e-11
-10.249,3.539287603590519e-05,2.5053113481859038e-11
-10.241999999999999,3.564149532045793e-05,2.5406323773564487e-11
-10.235,3.589186104541259e-05,2.576451378606411e-11
-10.228,3.614398547873985e-05,2.6127753725747137e-11
-10.221,3.6397880974587386e-05,2.649611478880461e-11
-10.214,3.66535599738853e-05,2.686966917518413e-11
-10.206999999999999,3.691103500495578e-05,2.7248490102741422e-11
-10.2,3.7170318684126734e-05,2.7632651821590818e-11
-10.193,3.743142371635038e-05,2.802222962865915e-11
-10.186,3.769436289582554e-05,2.8417299882443782e-11
-10.179,3.795914910662463e-05,2.881794001797923e-11
-10.172,3.822579532332494e-05,2.9224228562014614e-11
-10.165,3.8494314611644524e-05,2.963624514840538e-11
-10.158,3.8764720129082095e-05,3.0054070533721255e-11
-10.151,3.903702512556218e-05,3.047778661307546e-11
-10.144,3.9311242944084084e-05,3.090747643617601e-11
-10.137,3.958738702137578e-05,3.1343224223603836e-11
-10.129999999999999,3.986547088855239e-05,3.178511538332037e-11
-10.123,4.01455081717789e-05,3.223323652740733e-11
-10.116,4.042751259293828e-05,3.268767548904367e-11
-10.109,4.071149797030361e-05,3.3148521339720695e-11
-10.102,4.099747821921518e-05,3.361586440670046e-11
-10.095,4.128546735276242e-05,3.408979629072023e-11
-10.088,4.157547948247057e-05,3.4570409883946625e-11
-10.081,4.1867528818991856e-05,3.5057799388182273e-11
-10.074,4.216162967280228e-05,3.5552060333330435e-11
-10.067,4.245779645490253e-05,3.6053289596118675e-11
-10.06,4.275604367752418e-05,3.656158541908711e-11
-10.052999999999999,4.3056385954840884e-05,3.707704742984439e-11
-10.046,4.3358838003684186e-05,3.7599776660594565e-11
-10.039,4.366341464426506e-05,3.812987556794041e-11
-10.032,4.3970130800899836e-05,3.866744805296481e-11
-10.025,4.427900150274157e-05,3.9212599481595804e-11
-10.017999999999999,4.459004188451651e-05,3.976543670525873e-11
-10.011,4.490326718726546e-05,4.032606808181902e-11
-10.004,4.521869275909099e-05,4.089460349682136e-11
-9.997,4.553633405590924e-05,4.14711543850272e-11
-9.99,4.585620664220731e-05,4.2055833752256357e-11
-9.983,4.617832619180592e-05,4.264875619753657e-11
